Values_03_17_59,Values_03_26_33,Values_03_35_07,Values_03_43_50,Values_03_53_09,Values_04_03_46,Values_04_29_11
1.380289102,1.453186604,1.522779853,1.588327756,1.64494786,1.690230592,1.714123531
1.375554424,1.446455531,1.516017131,1.582754279,1.641043457,1.687963805,1.713479689
1.370282127,1.438888873,1.508134478,1.57578946,1.635512376,1.683881658,1.711156063
1.364475096,1.430440069,1.499001183,1.567202735,1.628028512,1.677578048,1.706702313
1.358137154,1.421064837,1.488492257,1.556774069,1.618281223,1.668666659,1.699683624
1.351273502,1.410723103,1.476492641,1.544300771,1.605984611,1.656792294,1.689693387
1.343891156,1.399380848,1.462901164,1.529603834,1.5908861,1.641641318,1.676365052
1.335999365,1.387011846,1.447634161,1.512533648,1.572774095,1.622950917,1.659382833
1.327610003,1.373599234,1.430628663,1.492974938,1.551484517,1.600516944,1.638490975
1.318737926,1.35913689,1.41184509,1.470850808,1.526906061,1.574200151,1.61350134
1.309401284,1.343630577,1.391269379,1.446125823,1.498984079,1.543930689,1.584299151
1.299621773,1.327098848,1.368914516,1.418808058,1.467722997,1.509710773,1.550846767
1.289424841,1.309573671,1.344821458,1.3889501,1.433187279,1.47161553,1.513185435
1.278839816,1.291100786,1.319059425,1.356649022,1.395500938,1.429792056,1.471435073
1.267899975,1.271739782,1.291725583,1.322045354,1.354845694,1.384456793,1.425792142
1.256642539,1.251563898,1.262944154,1.285321135,1.311457872,1.335891382,1.376525772
1.245108597,1.23065956,1.232864984,1.246697132,1.265624194,1.284437189,1.323972338
1.233342963,1.209125672,1.201661633,1.206429322,1.217676639,1.230488715,1.268528723
1.221393963,1.187072685,1.169529039,1.164804789,1.167986541,1.174486157,1.210644535
1.209313158,1.164621453,1.136680842,1.12213714,1.116958141,1.116907348,1.150813554
1.197155009,1.141901927,1.10334643,1.078761582,1.065021774,1.05825935,1.089564689
1.184976488,1.119051705,1.06976778,1.035029798,1.012626878,0.999069914,1.027452723
1.172836636,1.09621446,1.036196177,0.991304736,0.960235005,0.939879036,0.965049084
1.160796092,1.073538303,1.00288888,0.947955429,0.908312986,0.881230787,0.902932856
1.148916576,1.051174084,0.970105784,0.905351951,0.857326384,0.823665593,0.841682245
1.137260357,1.02927368,0.938106162,0.863860586,0.80773333,0.767713054,0.781866618
1.125889696,1.00798829,0.907145521,0.823839292,0.759978851,0.713885427,0.724039227
1.114866289,0.987466765,0.877472615,0.785633502,0.71448972,0.662671808,0.668730715
1.104250699,0.967853995,0.849326661,0.749572314,0.671669886,0.614533048,0.616443425
1.094101804,0.949289371,0.822934781,0.715965084,0.631896479,0.569897403,0.567646507
1.084476249,0.931905346,0.798509679,0.685098444,0.595516412,0.529156903,0.522771839
1.075427925,0.915826103,0.776247587,0.657233735,0.562843538,0.492664401,0.482210696
1.067007477,0.901166348,0.756326471,0.632604863,0.534156352,0.460731258,0.446311129
1.059261834,0.888030225,0.738904502,0.611416546,0.509696205,0.433625604,0.415375982
1.052233789,0.876510377,0.724118794,0.593842951,0.48966597,0.411571128,0.389661499
1.045961612,0.866687143,0.712084404,0.580026685,0.474229151,0.394746328,0.369376429
1.040478711,0.8586279,0.702893581,0.570078121,0.463509363,0.383284175,0.354681591
1.035813346,0.852386548,0.696615255,0.564075041,0.457590176,0.377272136,0.345689819
1.031988386,0.848003142,0.693294765,0.562062564,0.45651526,0.376752518,0.342466248
1.029021127,0.845503662,0.692953803,0.564053349,0.460288825,0.381723095,0.345028893
1.026923156,0.844899924,0.695590564,0.570028037,0.46887632,0.392137987,0.353349497
1.025700281,0.846189624,0.701180112,0.579935944,0.48220537,0.407908778,0.367354602
1.025352501,0.849356515,0.709674915,0.593695961,0.500166953,0.428905859,0.386926858
1.02587404,0.854370712,0.721005576,0.611197671,0.522616788,0.454959984,0.411906533
1.027253431,0.861189107,0.735081731,0.632302669,0.549376938,0.485864048,0.44209325
1.029473653,0.869755912,0.751793106,0.656846075,0.580237633,0.521375077,0.477247925
1.03251231,0.8800033,0.771010736,0.684638234,0.614959293,0.561216455,0.517094946
1.036341864,0.89185215,0.792588322,0.715466602,0.653274781,0.60508038,0.561324588
1.040929909,0.905212885,0.816363732,0.749097813,0.69489185,0.652630556,0.609595668
1.04623948,0.919986395,0.842160629,0.785279912,0.739495818,0.703505148,0.66153847
1.052229406,0.936065038,0.869790208,0.823744755,0.786752447,0.757319972,0.716757934
1.05885469,0.953333703,0.899053052,0.864210558,0.836311024,0.813671942,0.774837115
1.066066912,0.971670937,0.929741065,0.906384589,0.887807642,0.872142763,0.835340915
1.073814665,0.99095011,0.961639492,0.949965986,0.940868648,0.932302844,0.897820082
1.082043999,1.01104062,0.994528995,0.994648664,0.995114256,0.993715429,0.961815443
1.090698883,1.031809115,1.028187767,1.040124319,1.050162285,1.055940905,1.026862371
1.099721668,1.053120724,1.062393663,1.086085462,1.105631993,1.118541246,1.09249544
1.109053555,1.074840285,1.096926333,1.13222848,1.161147958,1.181084561,1.158253208
1.118635063,1.096833547,1.131569317,1.178256678,1.216343978,1.243149683,1.223683113
1.128406476,1.118968343,1.166112084,1.223883247,1.270866909,1.304330725,1.288346382
1.138308288,1.141115709,1.200351987,1.26883414,1.324380411,1.364241556,1.351822894
1.148281616,1.163150937,1.234096106,1.31285079,1.376568515,1.4225201,1.413715925
1.158268602,1.184954554,1.267162943,1.355692633,1.427138965,1.47883238,1.473656676
1.16821277,1.206413205,1.299383951,1.397139385,1.475826255,1.532876228,1.531308493
1.178059364,1.227420428,1.330604858,1.436993022,1.522394292,1.584384572,1.586370691
1.187755645,1.247877317,1.36068678,1.475079441,1.566638638,1.633128215,1.638581885
1.197251145,1.267693057,1.389507071,1.511249724,1.608388251,1.678918027,1.68772273
1.206497884,1.286785318,1.416959931,1.545381013,1.647506682,1.72160648,1.733617997
1.21545055,1.305080522,1.442956716,1.577376936,1.683892683,1.761088463,1.776137895
1.224066622,1.322513952,1.467425974,1.607167579,1.717480195,1.797301338,1.815198593
1.232306468,1.339029727,1.490313186,1.634708995,1.748237681,1.830224191,1.850761883
1.240133386,1.354580633,1.511580218,1.659982241,1.776166831,1.859876283,1.882833965
1.24751362,1.369127816,1.531204497,1.682991962,1.801300609,1.886314696,1.911463345
1.254416325,1.382640349,1.549177917,1.703764542,1.823700703,1.909631212,1.936737867
1.260813511,1.395094684,1.565505506,1.722345852,1.843454403,1.929948477,1.958780922
1.266679953,1.406473993,1.580203878,1.738798638,1.860670975,1.947415514,1.977746908
1.271993073,1.416767426,1.593299499,1.753199618,1.875477601,1.962202695,1.993816016
1.276732807,1.425969308,1.604826813,1.765636326,1.888014982,1.974496267,2.007188474
1.280881458,1.434078267,1.614826262,1.776203797,1.898432696,1.984492574,2.018078372
1.284423539,1.441096354,1.623342255,1.785001154,1.906884424,1.992392102,2.026707218
1.287345611,1.447028144,1.630421119,1.792128191,1.913523159,1.998393499,2.033297374
1.289636127,1.451879859,1.636109103,1.797682015,1.918496519,2.002687721,2.038065559
1.291285286,1.455658526,1.640450457,1.801753852,1.921942269,2.00545245,2.041216556
1.292284894,1.458371195,1.643485657,1.804426076,1.923984179,2.00684693,2.042937316
1.292628247,1.460024244,1.645249799,1.805769544,1.924728315,2.007007349,2.043391585
1.292310037,1.46062277,1.645771222,1.805841308,1.924259858,2.006042893,2.042715206
1.291326282,1.460170101,1.645070379,1.804682749,1.922640533,2.004032574,2.041012232
1.289674281,1.458667435,1.643158997,1.802318204,1.919906726,2.001022907,2.038351921
1.2873526,1.456113617,1.640039536,1.798754091,1.916068314,1.997026514,2.034766722
1.284361094,1.452505054,1.635704982,1.793978594,1.911108274,1.992021673,2.030251295
1.280700949,1.447835786,1.630138963,1.787961886,1.90498305,1.98595284,2.024762579
1.276374759,1.4420977,1.623316195,1.780656906,1.897623701,1.978732136,2.018220934
1.27138663,1.435280884,1.615203255,1.772000679,1.888937784,1.970241742,2.010512306
1.265742307,1.427374127,1.605759657,1.761916132,1.878811947,1.960337179,2.001491381
1.259449323,1.418365529,1.594939215,1.750314383,1.867115153,1.948851362,1.990985636
1.252517163,1.40824324,1.582691657,1.737097444,1.85370248,1.935599356,1.978800202
1.244957439,1.396996276,1.568964457,1.722161276,1.83841939,1.920383703,1.964723414
1.236784077,1.384615424,1.553704845,1.705399127,1.821106379,1.903000196,1.948532909
1.228013497,1.371094191,1.536861945,1.686705077,1.80160389,1.883243969,1.930002134
1.218664796,1.35642979,1.518388991,1.665977706,1.779757379,1.860915745,1.908907096
1.208759917,1.340624132,1.498245579,1.643123798,1.755422407,1.835828101,1.885033199
1.1983238,1.323684804,1.476399895,1.618061996,1.728469653,1.807811601,1.858182004
1.187384516,1.305626003,1.452830862,1.590726334,1.698789711,1.776720643,1.828177743
1.175973372,1.286469414,1.427530169,1.561069536,1.666297573,1.742438898,1.794873438
1.164124983,1.266244998,1.40050413,1.529066047,1.630936695,1.704884202,1.758156489
1.151877314,1.244991682,1.371775328,1.494714684,1.592682543,1.664012802,1.717953592
1.13927168,1.222757923,1.341383999,1.458040882,1.551545558,1.619822853,1.67423489
1.126352705,1.19960214,1.309389143,1.419098465,1.507573452,1.572357099,1.627017255
1.113168239,1.175592997,1.275869317,1.377970907,1.46085282,1.521704692,1.576366652
1.099769228,1.150809526,1.240923102,1.334772073,1.411510006,1.468002104,1.522399532
1.08620955,1.125341093,1.20466923,1.289646395,1.359711238,1.41143314,1.465283245
1.07254579,1.099287194,1.16724637,1.242768522,1.305662024,1.352228064,1.405235482
1.058836991,1.072757092,1.128812564,1.194342419,1.249605837,1.290661869,1.342522772
1.04514435,1.04586929,1.089544352,1.144599966,1.191822132,1.227051755,1.277458095
1.031530888,1.01875085,1.049635565,1.093799075,1.132623742,1.16175388,1.210397687
1.018061077,0.991536576,1.009295846,1.042221374,1.072353724,1.09515947,1.141737109
1.004800442,0.964368061,0.968748898,0.990169511,1.011381727,1.027690398,1.071906711
0.991815137,0.937392612,0.928230513,0.937964126,0.950099963,0.959794309,1.001366569
0.979171494,0.910762085,0.887986401,0.885940559,0.88891887,0.891939428,0.930601041
0.966935564,0.884631626,0.848269865,0.834445359,0.828262553,0.824609136,0.860113039
0.955172643,0.859158352,0.809339361,0.783832646,0.768564087,0.758296433,0.790418144
0.943946788,0.834499973,0.771455972,0.734460399,0.710260766,0.693498384,0.722038675
0.933320341,0.810813398,0.734880847,0.686686718,0.65378938,0.630710631,0.655497804
0.923353448,0.788253315,0.699872625,0.640866124,0.599581582,0.570422071,0.591313825
0.914103598,0.766970784,0.666684896,0.597345943,0.54805941,0.51310975,0.529994651
0.905625162,0.747111843,0.635563707,0.556462811,0.499631018,0.459234046,0.47203259
0.897968968,0.728816154,0.60674516,0.518539344,0.454686657,0.409234177,0.41789949
0.891181884,0.712215701,0.580453112,0.483880999,0.413594933,0.363524067,0.368042243
0.885306437,0.697433543,0.556897008,0.452773147,0.376699369,0.322488591,0.322878714
0.88038046,0.684582644,0.53626985,0.425478379,0.34431528,0.286480202,0.282794078
0.876436772,0.673764787,0.518746325,0.402234045,0.316726968,0.255815943,0.248137572
0.873502898,0.665069579,0.504481096,0.383250049,0.294185228,0.230774826,0.219219661
0.871600824,0.658573547,0.493607268,0.368706872,0.276905156,0.21159555,0.196309548
0.870746809,0.654339372,0.486235046,0.358753871,0.265064271,0.198474574,0.179633166
0.870951161,0.652415125,0.482450485,0.35350771,0.258800812,0.191564386,0.169371025
0.872218403,0.652833994,0.482314776,0.353051389,0.258212662,0.190972402,0.165657951
0.874546144,0.655612764,0.485862377,0.357432143,0.263355146,0.196758755,0.168577709
0.877929034,0.660755477,0.493104356,0.366664599,0.274244101,0.208939336,0.17817549
0.88234396,0.668238397,0.504013138,0.380715356,0.290840369,0.22747024,0.194413695
0.887805458,0.678065267,0.518577556,0.399557887,0.313104593,0.252302501,0.217306884
0.894159354,0.690060968,0.536596492,0.422966121,0.34079074,0.283175557,0.24651332
0.901720497,0.704508876,0.558315808,0.451150986,0.374082305,0.320253184,0.282474791
0.905119102,0.715998714,0.578277507,0.478610525,0.407443059,0.357974637,0.32273819
0.898603928,0.718706041,0.590577955,0.499371156,0.434845801,0.390274525,0.360305807
0.88241889,0.71275119,0.595211534,0.513319206,0.45609492,0.416898972,0.392099472
0.857003686,0.698418693,0.592307213,0.520451026,0.471086257,0.437672216,0.418415068
0.823064819,0.676234478,0.582211653,0.520960935,0.479898591,0.452590544,0.438980637
0.781471756,0.646870079,0.565401015,0.515159258,0.482716258,0.461748107,0.453848521
0.733249939,0.61114408,0.542490393,0.503488302,0.479849983,0.465361154,0.46311924
0.679541666,0.569991682,0.514211533,0.486506803,0.471726322,0.463761006,0.467029643
0.621570874,0.524437622,0.481393423,0.464876836,0.458879312,0.457389071,0.465924904
0.560603838,0.475564039,0.444936871,0.43934395,0.441934797,0.446784171,0.460258148
0.497909801,0.424476846,0.40578627,0.410713429,0.421590107,0.432564693,0.45057424
0.434722365,0.372271261,0.364898994,0.37982293,0.398589199,0.415405566,0.437490762
0.372203372,0.319998116,0.323213978,0.347513001,0.373694713,0.396011474,0.421673387
0.311410651,0.268632399,0.281620996,0.314597039,0.347658527,0.375087903,0.403808182
0.253270931,0.2190455,0.240932273,0.281832449,0.321192668,0.353311946,0.384572347
0.198558981,0.171982468,0.201857979,0.249894754,0.294942466,0.331304834,0.364605474
0.147883757,0.128045352,0.164986949,0.219356218,0.269463678,0.309608049,0.34448329
0.101682032,0.087683407,0.130773696,0.190670285,0.245205061,0.288664612,0.324695678
0.060219651,0.051190585,0.099532415,0.164162758,0.222497477,0.268806749,0.305630432
0.023600169,0.018710361,0.071438256,0.140030189,0.201550172,0.250250686,0.287563795
-0.008219661,-0.009752457,0.046535741,0.118345536,0.182454383,0.233098821,0.270658277
-0.035408411,-0.034313595,0.024753815,0.099070701,0.165194013,0.217349078,0.254967992
-0.058233754,-0.055185959,0.005926533,0.082075052,0.149662548,0.202910689,0.240450395
-0.077032486,-0.072652002,-0.010181449,0.067159158,0.135685472,0.189625674,0.226986039
-0.092179647,-0.087034581,-0.023847341,0.054081009,0.123045516,0.177293392,0.214396521
-0.10405345,-0.098663047,-0.035357373,0.042587985,0.11151396,0.165701369,0.202489013
-0.113015796,-0.1078543,-0.044988364,0.032434859,0.100868309,0.154642742,0.191022765
-0.119342236,-0.114842904,-0.052938,0.023453373,0.090961759,0.143985633,0.17994818
-0.124506772,-0.121065101,-0.060608165,0.01426943,0.080440757,0.13239097,0.162558047
