Values_11_33_14,Values_11_41_05,Values_11_48_55,Values_11_56_46,Values_12_04_38,Values_12_12_29,Values_12_20_24,Values_12_26_03
3.923250751,3.897314344,3.869012735,3.844554857,3.823709449,3.805900658,3.79059826,3.780873811
3.922401334,3.896627152,3.868589168,3.844379226,3.823753472,3.806134218,3.790992554,3.781367691
3.91809107,3.892477154,3.864699474,3.840734015,3.820324628,3.802892,3.787908643,3.778381922
3.910297355,3.884838453,3.857314666,3.833587205,3.813387971,3.796136267,3.781306143,3.771874306
3.898971505,3.873657241,3.846376833,3.822877102,3.802878318,3.785798641,3.771113764,3.761771619
3.884040493,3.85885413,3.831801987,3.808515658,3.788704013,3.771784279,3.757233864,3.747974413
3.865409285,3.840327158,3.813483626,3.790392549,3.770751461,3.753976825,3.739547764,3.73036258
3.842963636,3.817955297,3.791296816,3.768379757,3.748890165,3.732243828,3.717921529,3.708801351
3.816573249,3.791602319,3.765102594,3.742336431,3.722977972,3.706442344,3.692211839,3.683147352
3.786095157,3.761120834,3.73475246,3.712113762,3.692866271,3.676424378,3.662271657,3.653254392
3.751377258,3.726356357,3.700092802,3.677559666,3.658404876,3.642041923,3.627955365,3.618978661
3.712261884,3.687151288,3.660969054,3.638523072,3.619446383,3.60315135,3.589123154,3.580183095
3.668589361,3.643348669,3.617229493,3.594857682,3.575849862,3.559616992,3.545644491,3.536740758
3.620201485,3.594795681,3.568728581,3.546425128,3.527483805,3.511313882,3.497400629,3.488537183
3.566944905,3.54134684,3.51532985,3.493097519,3.474228343,3.458129643,3.444286191,3.435471746
3.508674395,3.482866896,3.456908347,3.434759457,3.415976841,3.399965682,3.386209987,3.377458225
3.445256025,3.419233492,3.393352754,3.371309626,3.352637007,3.336737865,3.323095286,3.314424811
3.376570253,3.350339652,3.324567269,3.302662137,3.284131745,3.268376926,3.254879829,3.246313852
3.302514976,3.276096169,3.250473413,3.228747807,3.210399968,3.194828866,3.181515868,3.173081662
3.223008548,3.196434002,3.171011881,3.149515543,3.131397586,3.116055598,3.102970507,3.09469867
3.137992803,3.111306724,3.086144557,3.064933992,3.047098843,3.032036027,3.019226566,3.011150142
3.047436069,3.020693083,2.995856757,2.974993537,2.957498118,2.94276769,2.930284094,2.922437626
2.951336165,2.924599674,2.900159729,2.879708682,2.862612231,2.848269016,2.836162593,2.828581149
2.849723327,2.82306369,2.799093381,2.779120788,2.762483214,2.748582129,2.736903871,2.729622114
2.742663015,2.716155693,2.692729144,2.673301063,2.657181425,2.643776102,2.632575419,2.625626756
2.630258513,2.603982301,2.581172864,2.562353662,2.546808855,2.533950447,2.52327407,2.516689913
2.512653247,2.486688673,2.464567567,2.446418724,2.43150241,2.419238623,2.409129716,2.402938885
2.390032718,2.364460687,2.34309594,2.325675145,2.311436957,2.299811325,2.290308813,2.284537073
2.262625991,2.237526671,2.216982375,2.200342913,2.186827921,2.175879319,2.167017421,2.161687156
2.130706652,2.106158612,2.086494462,2.07068486,2.057933265,2.047695623,2.039503574,2.03463359
1.99459321,1.970672756,1.951943814,1.937007697,1.925054717,1.915556908,1.908058833,1.903664253
1.854648894,1.83142956,1.813686178,1.799662274,1.78853816,1.779804007,1.773018909,1.769111148
1.711280851,1.688832976,1.672120814,1.659043035,1.648773166,1.640821522,1.634763338,1.631350131
1.564938755,1.543329088,1.527689144,1.515586686,1.506191683,1.499036538,1.493714231,1.49079969
1.416112844,1.395404119,1.380872717,1.36977013,1.361265941,1.354916515,1.350334168,1.347918842
1.265331418,1.245581864,1.232190555,1.222107725,1.214505655,1.208966455,1.205123337,1.203204271
1.113157837,1.09442059,1.082195936,1.073147971,1.066454628,1.061725436,1.05861604,1.057186815
0.960187049,0.942509471,0.931472696,0.923469699,0.917686849,0.913762655,0.911376682,0.91042744
0.807041688,0.790464593,0.78063112,0.773677854,0.768802195,0.765673066,0.763995381,0.76351283
0.654367774,0.638924593,0.630303478,0.624398947,0.620421816,0.618072717,0.617083275,0.617050693
0.50283005,0.488545975,0.481139279,0.476276255,0.473183295,0.471593893,0.471267654,0.471664889
0.353107011,0.339998152,0.333800297,0.329964822,0.327735642,0.326880106,0.327186973,0.327990462
0.205885654,0.193958266,0.188955409,0.186126335,0.184734193,0.184581034,0.185485819,0.186668634
0.061856016,0.05110585,0.047275338,0.045423915,0.044835472,0.04534744,0.046809896,0.048341834
-0.078294425,-0.08788262,-0.090572678,-0.091483095,-0.091307933,-0.090173862,-0.088198931,-0.086351203
-0.213886425,-0.222339196,-0.223930195,-0.223944305,-0.223052418,-0.221344951,-0.218907477,-0.216780211
-0.344254621,-0.351609876,-0.352152797,-0.351323351,-0.349768292,-0.347541592,-0.344695929,-0.342328021
-0.46875307,-0.475059903,-0.474615184,-0.473002795,-0.470844523,-0.468157855,-0.464962341,-0.462394981
-0.586760589,-0.592078853,-0.590716037,-0.588388807,-0.585693256,-0.582610496,-0.579126912,-0.576403163
-0.697685795,-0.702085435,-0.699882615,-0.696915575,-0.693754066,-0.690343082,-0.686635997,-0.683800316
-0.800971792,-0.804531959,-0.80157501,-0.798049389,-0.794497906,-0.790829821,-0.786965854,-0.784063559
-0.896100428,-0.898908394,-0.895290038,-0.891292382,-0.887430722,-0.883579088,-0.879626098,-0.876702796
-0.982596073,-0.984746003,-0.980564728,-0.976185904,-0.972096737,-0.968136638,-0.964162866,-0.961263861
-1.060028928,-1.061620533,-1.056979405,-1.052313519,-1.048081385,-1.044088502,-1.040161697,-1.037331397
-1.128017819,-1.129154954,-1.124160372,-1.119303641,-1.115013924,-1.111063594,-1.107250146,-1.104531481
-1.186232545,-1.187021788,-1.181782214,-1.176831833,-1.172569737,-1.168736029,-1.165100142,-1.162534016
-1.234395772,-1.234945035,-1.229569753,-1.224622785,-1.220472354,-1.216827204,-1.213430126,-1.211054923
-1.272284562,-1.272701769,-1.267299693,-1.262452024,-1.25849523,-1.255107649,-1.252006986,-1.249858132
-1.299731555,-1.300123424,-1.294801999,-1.290147385,-1.286463304,-1.283398678,-1.280647815,-1.278757425
-1.316625894,-1.317096843,-1.311961057,-1.30759027,-1.304254369,-1.301573881,-1.299221511,-1.297618104
-1.322913919,-1.323565107,-1.31871663,-1.314716731,-1.311800282,-1.309560443,-1.307650215,-1.306358533
-1.318599668,-1.319528191,-1.315064647,-1.311518387,-1.309087993,-1.307340307,-1.305910604,-1.3049515
-1.303745216,-1.305043444,-1.301057814,-1.298043163,-1.29616042,-1.294951163,-1.294034993,-1.293425417
-1.278470834,-1.280225885,-1.276806045,-1.274395839,-1.273117108,-1.272487227,-1.27211223,-1.271865285
-1.242954953,-1.245248294,-1.242476657,-1.240738356,-1.24011465,-1.240099766,-1.240288318,-1.240413395
-1.197433876,-1.200341023,-1.198294294,-1.19728984,-1.197366794,-1.197997293,-1.198766709,-1.199269676
-1.142201179,-1.145791494,-1.144540492,-1.14432624,-1.145144167,-1.146445373,-1.147808172,-1.148691622
-1.077606721,-1.08194326,-1.081552818,-1.082179529,-1.083773532,-1.085765931,-1.087730166,-1.088993701
-1.004055174,-1.009194592,-1.009723483,-1.011236361,-1.013636485,-1.016335998,-1.018905624,-1.020546167
-0.922003999,-0.927996468,-0.929497366,-0.931936115,-0.935167528,-0.938585801,-0.941761066,-0.94377319
-0.831960794,-0.838849935,-0.841369374,-0.844768266,-0.84885144,-0.852996147,-0.856773991,-0.859150251
-0.734479969,-0.742302775,-0.745881102,-0.750269032,-0.755219925,-0.76009506,-0.764469502,-0.767200766
-0.630158737,-0.638945475,-0.643616787,-0.649017309,-0.654847519,-0.660453667,-0.66541618,-0.668491932
-0.519632427,-0.52940652,-0.535198565,-0.541629905,-0.548346797,-0.554681378,-0.560221213,-0.563629846
-0.403569188,-0.414347068,-0.421281121,-0.428756146,-0.436362946,-0.44342041,-0.449524896,-0.453253959
-0.28266416,-0.294455106,-0.302545809,-0.311071972,-0.319567815,-0.327339799,-0.333994582,-0.338030998
-0.15763325,-0.170439204,-0.179694393,-0.189273635,-0.198653576,-0.207129016,-0.21431825,-0.21864849
-0.029206653,-0.043022045,-0.053442546,-0.064071186,-0.074326179,-0.083491373,-0.091197858,-0.095808079
0.101877713,0.087066128,0.075486688,0.06381809,0.052701244,0.042862604,0.034657326,0.029781189
0.234880696,0.219093963,0.206369337,0.193676104,0.181714816,0.17122165,0.162537245,0.157409412
0.369068159,0.352335182,0.33848664,0.324790092,0.312006052,0.300879905,0.291737226,0.286372041
0.503716845,0.486074367,0.471130774,0.456458299,0.442877524,0.431142587,0.42156367,0.415975591
0.638119747,0.619612219,0.603610033,0.587995103,0.573647949,0.561331066,0.551339139,0.545542738
0.771590903,0.752270225,0.735253387,0.718735492,0.703656619,0.690787274,0.68040675,0.674416723
0.903469566,0.883394685,0.865414381,0.848038878,0.832267145,0.8188774,0.808133862,0.801965033
1.03312374,1.012360086,0.993474379,0.975292222,0.958870506,0.944994894,0.93391504,0.927582357
1.159953106,1.13857187,1.11884518,1.099912529,1.082887454,1.068562803,1.057174365,1.05069288
1.283391379,1.261468633,1.240971058,1.221348772,1.20377034,1.189035537,1.177367144,1.170751976
1.402908158,1.380523825,1.359330325,1.339083326,1.321004451,1.305900132,1.293981139,1.287247408
1.518010335,1.495247037,1.47343648,1.452632998,1.434108957,1.418677133,1.406537395,1.399700147
1.628243141,1.60518495,1.582839038,1.561549764,1.542637558,1.526921182,1.514590796,1.507664897
1.733190862,1.709921994,1.68712411,1.665421258,1.646178917,1.630221404,1.617730416,1.610730437
1.832477293,1.809080781,1.785914779,1.763871108,1.744356949,1.728201662,1.71557975,1.708519845
1.925765929,1.902322335,1.878871318,1.856559125,1.836830991,1.820520717,1.80779687,1.800690643
2.012759914,1.989346116,1.965691245,1.943181375,1.923295879,1.906872308,1.894074511,1.88693489
2.093201725,2.069889825,2.0461092,2.023470103,2.003481917,1.986985144,1.974140076,1.966979204
2.166872563,2.143728965,2.119896618,2.097193495,2.077154691,2.06062277,2.047755538,2.04058467
2.233591423,2.210676113,2.186861149,2.164155206,2.144114686,2.127583244,2.114717163,2.107546591
2.293213806,2.270579846,2.246845764,2.224193612,2.204196649,2.187698574,2.174854992,2.167693995
2.34563005,2.323323309,2.299727518,2.27718073,2.257268625,2.240833842,2.228032035,2.220888853
2.390763255,2.368822377,2.345415919,2.323020755,2.303230628,2.286885972,2.274143082,2.267024924
2.428566837,2.407023419,2.383850902,2.361648206,2.342012913,2.325782091,2.31311314,2.306026205
2.45902171,2.437900686,2.415000401,2.393025665,2.373573848,2.357477487,2.344895436,2.337844968
2.482133188,2.461453362,2.438857587,2.417141156,2.397897405,2.381953185,2.369469041,2.362459396
2.497927666,2.477702376,2.455437808,2.434005226,2.414990335,2.399213188,2.386836153,2.379870881
2.506449205,2.486687056,2.464775373,2.443647814,2.424879127,2.409281482,2.397019132,2.390101064
2.507756147,2.488461787,2.466920264,2.446115049,2.427606849,2.41219893,2.400057405,2.393188748
2.501917907,2.483092783,2.461934964,2.441466107,2.423230053,2.408020178,2.396004391,2.389186819
2.489012088,2.47065517,2.449891524,2.429770303,2.411815865,2.396810773,2.384924611,2.378159351
2.469122079,2.4512305,2.430869068,2.41110457,2.393439465,2.378644619,2.366891143,2.360179064
2.44233528,2.424904886,2.404951859,2.385551497,2.368182098,2.353601982,2.341983611,2.335325298
2.40874207,2.391767866,2.372228097,2.35319807,2.336129777,2.321768162,2.310286846,2.303682671
2.368435643,2.351912117,2.332789554,2.314135243,2.297372803,2.283232987,2.271890361,2.265340553
2.321512755,2.305434108,2.286732127,2.268458422,2.252006205,2.238091216,2.22688874,2.220393447
2.268075444,2.252435711,2.234157372,2.21626892,2.200131139,2.186443908,2.175382989,2.168942342
2.208233688,2.193026785,2.175174998,2.15767639,2.141857265,2.12840077,2.117482874,2.111097044
2.142108958,2.127328659,2.109906285,2.092802175,2.077306057,2.064083432,2.053310183,2.046979448
2.06983856,2.055478434,2.038488322,2.021783492,2.006614946,1.993629569,1.983002837,1.976727644
1.991580608,1.977633925,1.961078906,1.944778294,1.929942142,1.917197708,1.90671969,1.900500716
1.90751944,1.893979074,1.877861925,1.86197061,1.847471957,1.83497252,1.824645815,1.818484036
1.817871243,1.804729576,1.789052961,1.773576136,1.759420371,1.747170385,1.73699806,1.730894808
1.722889627,1.710138474,1.694904881,1.679847805,1.666040586,1.654044931,1.644030578,1.637987604
1.622870878,1.610501428,1.595713107,1.581081054,1.567628289,1.555892283,1.546040067,1.540059586
1.5181586,1.506161393,1.491820292,1.477618495,1.464526311,1.453055715,1.443370411,1.43745515
1.409147495,1.39751241,1.383620126,1.369853726,1.357128438,1.34592945,1.336416464,1.330569688
1.296286016,1.285002292,1.271560025,1.258234015,1.245882087,1.234961324,1.225626698,1.219852227
1.180077711,1.169133974,1.156142488,1.143261667,1.131289664,1.120654135,1.111504532,1.105806741
1.061081089,1.050465391,1.037924977,1.025493894,1.013908435,1.003565494,0.994608168,0.988991968
0.93990792,0.929607781,0.917518217,0.905541121,0.894348818,0.88430611,0.87554885,0.870019652
0.817219951,0.807222392,0.795582905,0.784063683,0.773271076,0.763536462,0.754987519,0.749551185
0.693724063,0.684015638,0.672824856,0.66176697,0.651380448,0.64196192,0.633629918,0.628292694
0.570166004,0.560732816,0.549988712,0.539395129,0.529420846,0.52032643,0.512220259,0.506988692
0.447322844,0.438150556,0.427850388,0.417723503,0.408167285,0.399404932,0.39153363,0.386414485
0.325994386,0.31706822,0.307208465,0.297550023,0.28841727,0.279994743,0.27236737,0.267367532
0.206993795,0.198298529,0.188874813,0.179685821,0.170981409,0.162906167,0.155531675,0.150658053
0.091137709,0.08265767,0.073664702,0.064945355,0.056673533,0.048952613,0.04183972,0.037099152
-0.020763859,-0.029044798,-0.037613285,-0.045863687,-0.053699389,-0.061059484,-0.067902416,-0.072503256
-0.127917566,-0.13601598,-0.144167286,-0.151950404,-0.159347263,-0.166340664,-0.172905745,-0.177360432
-0.229556468,-0.237489366,-0.245231859,-0.252550373,-0.259506549,-0.266128118,-0.272408029,-0.27671046
-0.324949216,-0.332734007,-0.340077144,-0.346934798,-0.353449402,-0.359694807,-0.365682887,-0.369827347
-0.413408525,-0.421062976,-0.428017308,-0.434418936,-0.440492076,-0.446357855,-0.452048175,-0.456029389
-0.494298809,-0.501840979,-0.508418133,-0.514369672,-0.520002484,-0.525486095,-0.530873512,-0.534686686
-0.567042868,-0.574491029,-0.580703668,-0.586212152,-0.591406821,-0.596506672,-0.601586866,-0.605227719
-0.631127604,-0.638500148,-0.644361917,-0.64943545,-0.654195209,-0.658910675,-0.663680177,-0.667144958
-0.686108763,-0.693424098,-0.698949542,-0.703597259,-0.707926376,-0.712257801,-0.716714001,-0.7199995
-0.731614731,-0.738891158,-0.744095632,-0.748327645,-0.752231394,-0.756180081,-0.760321226,-0.763424777
-0.76734943,-0.774605026,-0.779504586,-0.783331913,-0.786816534,-0.790384721,-0.794209906,-0.797129377
-0.793094409,-0.800346893,-0.804958174,-0.808392659,-0.811465309,-0.814656138,-0.81816528,-0.820899067
-0.808710163,-0.81597677,-0.820316853,-0.823371078,-0.82603977,-0.828857244,-0.832051059,-0.834598066
-0.814136791,-0.821434135,-0.825520411,-0.828207595,-0.830481129,-0.832930068,-0.83581003,-0.838169653
-0.809394013,-0.81673796,-0.820587981,-0.822921875,-0.824809764,-0.826895749,-0.829464055,-0.831636156
-0.794580611,-0.80198615,-0.805617477,-0.807612253,-0.809124643,-0.810853956,-0.813113477,-0.815098361
-0.769873302,-0.777354416,-0.780784465,-0.782454598,-0.783602183,-0.784981742,-0.786935977,-0.788734362
-0.73552504,-0.74309459,-0.746340472,-0.74770062,-0.74849455,-0.749531841,-0.751184861,-0.752797851
-0.691862737,-0.699532343,-0.702610704,-0.703675585,-0.70412737,-0.704830373,-0.706186769,-0.707615819
-0.639284358,-0.647064282,-0.649991146,-0.650775409,-0.650896825,-0.651273941,-0.65233876,-0.653585642
-0.578255332,-0.586154383,-0.588944991,-0.589463093,-0.589266079,-0.589326046,-0.590104733,-0.591171505
-0.509304258,-0.51732969,-0.51999835,-0.520264427,-0.51976099,-0.519512806,-0.520011141,-0.520900106
-0.433017829,-0.441175258,-0.443735202,-0.443762951,-0.44296506,-0.442417906,-0.442641942,-0.44335562
-0.350034967,-0.358328298,-0.360791546,-0.360594112,-0.359513613,-0.358676774,-0.358632776,-0.359173868
-0.261040144,-0.269471518,-0.27184877,-0.271438642,-0.270087164,-0.26896996,-0.268664356,-0.269035713
-0.166755938,-0.175325693,-0.17762623,-0.177015152,-0.175404038,-0.174015762,-0.173455091,-0.173659691
-0.067934849,-0.076641511,-0.078873126,-0.078072034,-0.076212273,-0.074562141,-0.073753016,-0.073793945
0.034649483,0.025809192,0.023640231,0.024621265,0.026719078,0.028621967,0.029672883,0.029792443
0.140211562,0.131242682,0.129131641,0.130283425,0.132609117,0.1347558,0.13604181,0.136318582
0.247963599,0.238872865,0.236816514,0.238130737,0.240674566,0.243056222,0.244570589,0.245001196
0.35712518,0.347920927,0.345917475,0.347386673,0.350139311,0.352747251,0.354483187,0.355064138
0.466932781,0.457624815,0.455673814,0.457291318,0.460243819,0.463069458,0.465020094,0.46574776
0.576648892,0.567248341,0.565350555,0.567110409,0.570254156,0.573288975,0.575447324,0.576317908
0.685570503,0.676089636,0.674246883,0.676143748,0.679470392,0.682705887,0.685064798,0.686074303
0.793036697,0.783488734,0.781703703,0.783732744,0.787234131,0.79066176,0.793213869,0.794358065
0.898435165,0.88883406,0.887110119,0.889266885,0.892934979,0.896546107,0.899283793,0.900558183
1.001207427,0.991567654,0.989908645,0.992188947,0.99601576,0.999801609,1.002716951,1.004116746
1.100852655,1.091188986,1.089599024,1.091998818,1.095976346,1.099927959,1.103012708,1.104532808
1.196929999,1.187257282,1.185740564,1.188255849,1.19237602,1.196484234,1.199729805,1.201364796
1.289059381,1.279392333,1.277952962,1.280579694,1.284834337,1.289089782,1.292487259,1.294231419
1.376920796,1.367273813,1.365915646,1.368649674,1.37303051,1.377423626,1.38096379,1.382811114
1.460252192,1.450639177,1.449365709,1.452202734,1.456701391,1.461222466,1.464895849,1.466840088
1.538846059,1.529280279,1.528094554,1.531030123,1.535638171,1.540277406,1.544074365,1.546109084
1.612544901,1.603038875,1.601943438,1.604972962,1.609681974,1.614429566,1.618340376,1.620459021
1.68123579,1.671801212,1.670798102,1.673916896,1.678718531,1.683564772,1.687579737,1.68977572
1.744844233,1.735491935,1.734582716,1.737786073,1.742672167,1.747607563,1.751717137,1.753983925
1.803327593,1.794067544,1.793253373,1.796536651,1.801499334,1.806514719,1.810709639,1.813040848
1.856668294,1.84750965,1.846791382,1.850150118,1.855181922,1.860268589,1.864540001,1.86692949
1.904867053,1.89581825,1.895196579,1.898626605,1.90372059,1.90887041,1.913209995,1.915651963
1.947936357,1.939005247,1.938480876,1.941978459,1.947128324,1.95233386,1.956733953,1.959223016
1.985894357,1.977088399,1.976662238,1.980224216,1.985424416,1.990679027,1.995132715,1.997663985
2.018759357,2.010085857,2.00975925,2.013383179,2.018629026,2.023926954,2.02842816,2.030997305
2.046545018,2.038011415,2.037786387,2.041470691,2.046758449,2.052094893,2.056638445,2.059241733
2.06925636,2.060870572,2.060750095,2.064494217,2.069821191,2.075192363,2.079774038,2.082408367
2.086886625,2.078657442,2.078645727,2.082450284,2.087814899,2.093218067,2.097834618,2.100497537
2.099415024,2.091352549,2.09145535,2.095322298,2.100724174,2.106157693,2.110806862,2.11349657
2.106805342,2.098921491,2.09914643,2.103079229,2.108519255,2.113982597,2.118663117,2.121378462
2.109005396,2.101314431,2.101671341,2.105675137,2.111155553,2.116649325,2.121360918,2.124101382
2.105947253,2.098466372,2.098967657,2.103049476,2.108573961,2.114099939,2.118843312,2.121609002
2.097548179,2.090298133,2.090959143,2.095128102,2.100701879,2.106263052,2.111039905,2.113831541
2.083712198,2.076717952,2.077557376,2.081824916,2.087454886,2.093055513,2.097868559,2.100687479
2.064332212,2.057623623,2.058663896,2.063044043,2.068738932,2.074384635,2.079237648,2.082085822
2.039292566,2.032905084,2.034172812,2.038682458,2.044453012,2.050150891,2.05504878,2.057928844
2.008471996,2.002447366,2.00397376,2.00863298,2.014492182,2.020250975,2.025199894,2.028115212
1.971746862,1.966133831,1.967955148,1.972787537,1.97875087,1.984581151,1.989588649,1.992543396
